Brand,Product Name,Selling Price (INR),Original Price (INR),Discount (%),Rating,Number of Ratings,Number of Reviews,Price Segment
HP,HP Victus (i5 14th Gen) Intel Core 5 13th Gen - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA...,86025,90000.0,4.0,,,,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M3 - (8 GB/512 GB SSD/macOS Sonoma) MRXW3HN/A,118990,134900.0,11.0,4.7,483.0,26.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo Ideapad Slim 3i Intel Core i5 11th Gen 1155G7 - (8 GB/512 GB SSD/Windows 11 Home) Ideapad Slim ...,54990,84998.0,35.0,3.6,5.0,0.0,Mid-Range (₹30K-₹60K)
Infinix,Infinix Intel Core i7 11th Gen 1195G7 - (16 GB/1 TB SSD/Windows 11 Home) INBook X2 Plus Core i7 Thin a...,64490,89990.0,28.0,4.1,26.0,1.0,Premium (₹60K-₹1L)
Lenovo,Lenovo Ideapad 330s Intel Core i5 8th Gen 8250U - (4 GB/1 TB HDD/Windows 10 Home/4 GB Graphics) 330S-1...,46999,62594.0,24.0,4.0,21.0,5.0,Mid-Range (₹30K-₹60K)
Microsoft,MICROSOFT Surface Pro 9 Intel Core i7 12th Gen 1255U - (16 GB/256 GB SSD/Windows 11 Home) QIL-00031 Th...,158999,167999.0,5.0,,,,Ultra Premium (> ₹1L)
MSI,MSI Thin A15 B7UC AMD Ryzen 5 Hexa Core 7535HS - (16 GB/1 TB SSD/Windows 11 Home/4 GB Graphics/NVIDIA ...,75990,82990.0,8.0,4.4,316.0,26.0,Premium (₹60K-₹1L)
ASUS,ASUS VivoBook 15 AMD Ryzen 7 Octa Core 5800HS - (16 GB/512 GB SSD/Windows 11 Home) M1502QA-EJ742WS Thi...,72999,82990.0,12.0,4.2,1765.0,131.0,Premium (₹60K-₹1L)
Lenovo,Lenovo AMD Ryzen 7 Octa Core 6th Gen - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce ...,65900,105000.0,37.0,,,,Premium (₹60K-₹1L)
ASUS,"ASUS Vivobook 16 (2025) with Office 2024 + M365 Basic, AI PC Intel Core Ultra 5 - (16 GB/512 GB SSD/Wi...",67217,92990.0,27.0,4.2,58.0,2.0,Premium (₹60K-₹1L)
DELL,DELL XPS Intel Core Ultra 7 155H - (32 GB/1 TB SSD/Windows 11 Home/8 GB Graphics/NVIDIA GeForce RTX 40...,313990,385830.0,18.0,,,,Ultra Premium (> ₹1L)
GIGABYTE,GIGABYTE G Series Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVID...,160160,,,3.7,19.0,3.0,Ultra Premium (> ₹1L)
Infinix,Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (16 GB/512 GB SSD/Windows 11 Home) ZL513 Thi...,74990,99990.0,25.0,4.2,355.0,55.0,Premium (₹60K-₹1L)
Infinix,Infinix ZEROBOOK 13 Intel Intel Core i7 13th Gen 13700H - (32 GB/1 TB SSD/Windows 11 Home) ZL513 Thin ...,79990,119990.0,33.0,4.2,355.0,55.0,Premium (₹60K-₹1L)
ASUS,ASUS ROG Strix G15 Advantage Edition with 90Whr Battery AMD Ryzen 9 Octa Core 5980HX - (16 GB/1 TB SSD...,125602,197999.0,36.0,4.6,82.0,7.0,Ultra Premium (> ₹1L)
MSI,MSI Creator Z17 HX Studio Intel Core i7 14th Gen 14700HX - (32 GB/2 TB SSD/Windows 11 Pro/8 GB Graphic...,299990,329990.0,9.0,,,,Ultra Premium (> ₹1L)
ASUS,"ASUS Vivobook S15, A-Part Metal Body, Backlit Keyboard, Intel Core i9 13th Gen 13900H - (16 GB/512 GB ...",83990,110990.0,24.0,4.4,167.0,15.0,Premium (₹60K-₹1L)
MSI,MSI Modern 15 Intel Core i7 12th Gen 1255U - (16 GB/1 TB SSD/Windows 11 Home) Modern 15 B12MO-1050IN B...,64990,71990.0,9.0,4.2,6.0,1.0,Premium (₹60K-₹1L)
HP,HP 240 G10 Backlit + FingerPrint (2025) Professional Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/...,58990,94990.0,37.0,3.2,5.0,1.0,Mid-Range (₹30K-₹60K)
HP,HP Victus 15 Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA Ge...,69990,92110.0,24.0,4.4,1403.0,90.0,Premium (₹60K-₹1L)
HP,HP 255 G10 AMD Athlon Dual Core 7120U - (8 GB/256 GB SSD/Windows 11 Home) 255 G10 Thin and Light Lapto...,38000,41990.0,9.0,4.1,407.0,26.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 H Intel Core i5 13th Gen 13420H - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 H C13M Bu...,62990,71990.0,12.0,2.7,7.0,0.0,Premium (₹60K-₹1L)
HP,HP Victus AI 39 TOPS AMD Ryzen 7 Octa Core 8845HS - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVID...,113320,,,4.4,97.0,3.0,Ultra Premium (> ₹1L)
HP,HP 14R (2025) Intel Core i3 13th Gen 1315U - (16 GB/512 GB SSD/Windows 11 Pro) 14R G9 Thin and Light L...,42791,74000.0,42.0,3.6,77.0,7.0,Mid-Range (₹30K-₹60K)
Apple,Apple MacBook Air M3 - (8 GB/256 GB SSD/macOS Sonoma) MRXQ3HN/A,99990,114900.0,12.0,4.7,483.0,26.0,Premium (₹60K-₹1L)
Lenovo,Lenovo V 15 (2025) Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Pro) V 15 Thin and Light...,39990,61990.0,35.0,,,,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 15 AMD Ryzen 5 Hexa Core 7530U - (16 GB/512 GB SSD/Windows 11 Home) Modern 15 B7M-427IN Bus...,47999,68990.0,30.0,4.4,62.0,7.0,Mid-Range (₹30K-₹60K)
ASUS,ASUS Expertbook P1 High-performance processor Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Window...,73130,96999.0,24.0,4.3,919.0,74.0,Premium (₹60K-₹1L)
Apple,Apple MacBook Air M4 - (16 GB/512 GB SSD/macOS Sequoia) MW103HN/A,113990,119900.0,4.0,4.7,2624.0,175.0,Ultra Premium (> ₹1L)
Lenovo,Lenovo LOQ AMD Ryzen 5 Quad Core - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX ...,90490,,,,,,Premium (₹60K-₹1L)
ASUS,ASUS Vivobook Go 14 (2025) with Office 2024 + M365 Basic* AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB ...,52069,52990.0,1.0,4.3,38.0,1.0,Mid-Range (₹30K-₹60K)
MSI,MSI Modern 14 Intel Core i5 10th Gen 10210U - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-220IN ...,56490,61990.0,8.0,4.3,717.0,147.0,Mid-Range (₹30K-₹60K)
HP,HP MS Office 2024 Intel Core i3 13th Gen 1315U - (8 GB/512 GB SSD/Windows 11 Home) fd0465TU Thin and L...,44990,50833.0,11.0,4.0,83.0,4.0,Mid-Range (₹30K-₹60K)
